accuracy,client,client_trust_score,client_score
8.275,0,0.06546824122278548,0.07412346377629234
8.275,1,0.06558224649270444,0.06497097346424095
8.275,2,0.06562898197625418,0.05805113691067259
8.275,3,0.06550648722894488,0.09502616905541199
8.275,4,0.06562850070353184,0.03715245517316223
8.275,5,0.1344361225164436,0.15220923720346782
8.275,6,0.1344356932732048,0.18074789206444927
8.275,7,0.13443893210855237,0.10940267560815421
8.275,8,0.1344375663346106,0.10464497443226554
8.275,9,0.13443722814296788,0.12367102231188311
64.35,0,0.008418859913805641,0.22695151552875603
64.35,1,0.008296884375063433,0.26950563581303505
64.35,2,0.00796796202529246,0.16311902423411542
64.35,3,0.008378202551036695,0.15602658627509317
64.35,4,0.008538886441997892,0.18439723814900025
58.74166666666667,0,0.001448186741775981,0.22695093336430502
58.74166666666667,1,0.0011485838593429934,0.26950431273855135
58.74166666666667,2,0.0011347695985246171,0.16311988793928536
58.74166666666667,3,0.0013860499441626349,0.1560276138585271
58.74166666666667,4,0.0015274012828967365,0.18439725209933114
66.01666666666667,0,0.00030524962974070544,0.22695082766599833
66.01666666666667,1,0.0002996360041548881,0.26950409562850913
66.01666666666667,2,0.00045067683648259863,0.16312010975470814
66.01666666666667,3,0.00034317240480238593,0.1560279133009687
66.01666666666667,4,0.0003999479767040804,0.1843970536498158
71.61666666666666,0,0.0006661540655890863,0.22695036597325338
71.61666666666666,1,0.0004189091808573812,0.2695037858270187
71.61666666666666,2,0.00014903796036051057,0.16312038587665137
71.61666666666666,3,0.0005078012137709653,0.15602815212555685
71.61666666666666,4,0.000584195817246786,0.1843973101975197
