client,epoch,loss,training_accuracy,epsilon,delta
Adversarial Client 0,0,1.1775972843170166,54.5,,
Adversarial Client 0,1,0.47287532687187195,58.546875,,
Adversarial Client 0,2,0.33297058939933777,59.578125,,
Adversarial Client 0,3,0.2807183861732483,59.90625,,
Adversarial Client 0,4,0.2518766522407532,60.59375,,
Adversarial Client 0,5,0.22385096549987793,60.90625,,
Adversarial Client 0,6,0.20138958096504211,61.21875,,
Adversarial Client 0,7,0.1833731234073639,61.34375,,
Adversarial Client 0,8,0.1684313416481018,61.53125,,
Adversarial Client 0,9,0.14877048134803772,61.90625,,
Adversarial Client 0,10,0.14646144211292267,61.8125,,
Adversarial Client 0,11,0.1337917000055313,62.09375,,
Adversarial Client 0,12,0.12783540785312653,62.21875,,
Adversarial Client 0,13,0.11665571480989456,62.265625,,
Adversarial Client 0,14,0.11112701147794724,62.421875,,
Adversarial Client 0,15,0.10616019368171692,62.40625,,
Adversarial Client 0,16,0.09968838095664978,62.65625,,
Adversarial Client 0,17,0.09666329622268677,62.5625,,
Adversarial Client 0,18,0.09228695929050446,62.765625,,
Adversarial Client 0,19,0.09101127088069916,62.875,,
Client 1,0,1.5122833251953125,50.88636363636363,,
Client 1,1,0.5708693861961365,57.75,,
Client 1,2,0.3864994943141937,59.29545454545455,,
Client 1,3,0.31073546409606934,59.95454545454545,,
Client 1,4,0.27907007932662964,60.56818181818182,,
Client 1,5,0.2456454336643219,60.70454545454545,,
Client 1,6,0.21553605794906616,61.47727272727273,,
Client 1,7,0.19558992981910706,61.27272727272727,,
Client 1,8,0.18574628233909607,61.77272727272727,,
Client 1,9,0.17150205373764038,61.95454545454545,,
Client 1,10,0.1531105488538742,62.06818181818182,,
Client 1,11,0.1543607860803604,62.18181818181818,,
Client 1,12,0.1342567354440689,62.18181818181818,,
Client 1,13,0.1205512210726738,62.38636363636363,,
Client 1,14,0.11767115443944931,62.59090909090909,,
Client 1,15,0.11475662887096405,62.63636363636363,,
Client 1,16,0.10935742408037186,62.79545454545455,,
Client 1,17,0.10952457785606384,62.77272727272727,,
Client 1,18,0.10176554322242737,62.88636363636363,,
Client 1,19,0.09407872706651688,63.02272727272727,,
Client 2,0,1.3947359323501587,54.264150943396224,,
Client 2,1,0.5470084547996521,57.22641509433962,,
Client 2,2,0.3992618918418884,58.58490566037736,,
Client 2,3,0.32477593421936035,59.16981132075472,,
Client 2,4,0.3010343015193939,59.924528301886795,,
Client 2,5,0.25463253259658813,60.320754716981135,,
Client 2,6,0.23128865659236908,60.84905660377358,,
Client 2,7,0.20732617378234863,60.9622641509434,,
Client 2,8,0.19256554543972015,61.41509433962264,,
Client 2,9,0.1749877780675888,61.75471698113208,,
Client 2,10,0.1597907990217209,62.0,,
Client 2,11,0.150891974568367,62.0188679245283,,
Client 2,12,0.138087198138237,62.18867924528302,,
Client 2,13,0.12587995827198029,62.24528301886792,,
Client 2,14,0.1272410899400711,62.37735849056604,,
Client 2,15,0.12293686717748642,62.471698113207545,,
Client 2,16,0.10966260731220245,62.56603773584906,,
Client 2,17,0.1053091287612915,62.660377358490564,,
Client 2,18,0.0964999720454216,62.660377358490564,,
Client 2,19,0.09439940005540848,62.716981132075475,,
Client 3,0,1.4358388185501099,50.810344827586206,,
Client 3,1,0.5710068345069885,56.189655172413794,,
Client 3,2,0.40814563632011414,57.827586206896555,,
Client 3,3,0.34636807441711426,58.793103448275865,,
Client 3,4,0.29822731018066406,59.224137931034484,,
Client 3,5,0.26212483644485474,59.741379310344826,,
Client 3,6,0.23570892214775085,60.03448275862069,,
Client 3,7,0.22177106142044067,60.44827586206897,,
