client,epoch,loss,training_accuracy,epsilon,delta
Adversarial Client 0,0,0.9874911904335022,57.35398230088496,,
Adversarial Client 0,1,0.44850999116897583,58.6283185840708,,
Adversarial Client 0,2,0.3551533818244934,59.91150442477876,,
Adversarial Client 0,3,0.2842539846897125,60.45132743362832,,
Adversarial Client 0,4,0.23962318897247314,60.95575221238938,,
Adversarial Client 0,5,0.21574006974697113,61.32743362831859,,
Adversarial Client 0,6,0.187415212392807,61.575221238938056,,
Adversarial Client 0,7,0.16966748237609863,61.823008849557525,,
Adversarial Client 0,8,0.15613381564617157,61.95575221238938,,
Adversarial Client 0,9,0.1417410671710968,62.13274336283186,,
Adversarial Client 0,10,0.1363297700881958,62.35398230088496,,
Adversarial Client 0,11,0.13250890374183655,62.49557522123894,,
Adversarial Client 0,12,0.12161891907453537,62.50442477876106,,
Adversarial Client 0,13,0.11624405533075333,62.47787610619469,,
Adversarial Client 0,14,0.11074104905128479,62.530973451327434,,
Adversarial Client 0,15,0.1066260039806366,62.557522123893804,,
Adversarial Client 0,16,0.10594608634710312,62.690265486725664,,
Adversarial Client 0,17,0.10100322961807251,62.72566371681416,,
Adversarial Client 0,18,0.09957414865493774,62.823008849557525,,
Adversarial Client 0,19,0.09755141288042068,62.769911504424776,,
Client 1,0,0.9428485035896301,57.16814159292036,,
Client 1,1,0.4253873825073242,59.32743362831859,,
Client 1,2,0.308252215385437,60.283185840707965,,
Client 1,3,0.2519288957118988,61.017699115044245,,
Client 1,4,0.21142324805259705,61.34513274336283,,
Client 1,5,0.18031007051467896,61.89380530973451,,
Client 1,6,0.1519511640071869,62.07964601769911,,
Client 1,7,0.13074275851249695,62.27433628318584,,
Client 1,8,0.12289930135011673,62.424778761061944,,
Client 1,9,0.11604447662830353,62.61946902654867,,
Client 1,10,0.10273183882236481,62.690265486725664,,
Client 1,11,0.09771932661533356,62.56637168141593,,
Client 1,12,0.09189283102750778,62.85840707964602,,
Client 1,13,0.08238058537244797,62.88495575221239,,
Client 1,14,0.08420522511005402,63.017699115044245,,
Client 1,15,0.0710461214184761,63.04424778761062,,
Client 1,16,0.0734175443649292,63.11504424778761,,
Client 1,17,0.06670909374952316,63.16814159292036,,
Client 1,18,0.060021769255399704,63.21238938053097,,
Client 1,19,0.060566507279872894,63.230088495575224,,
Client 2,0,0.9860916137695312,56.68141592920354,,
Client 2,1,0.44204244017601013,58.716814159292035,,
Client 2,2,0.3462488651275635,59.991150442477874,,
Client 2,3,0.26793617010116577,60.7787610619469,,
Client 2,4,0.22937554121017456,61.283185840707965,,
Client 2,5,0.19818075001239777,61.52212389380531,,
Client 2,6,0.17293865978717804,61.83185840707964,,
Client 2,7,0.16327886283397675,62.11504424778761,,
Client 2,8,0.14226175844669342,62.230088495575224,,
Client 2,9,0.12819121778011322,62.35398230088496,,
Client 2,10,0.12334253638982773,62.36283185840708,,
Client 2,11,0.11204774677753448,62.50442477876106,,
Client 2,12,0.10991843044757843,62.61946902654867,,
Client 2,13,0.09622139483690262,62.584070796460175,,
Client 2,14,0.09372672438621521,62.7787610619469,,
Client 2,15,0.08960369974374771,62.88495575221239,,
Client 2,16,0.08982624858617783,62.902654867256636,,
Client 2,17,0.07819577306509018,62.86725663716814,,
Client 2,18,0.07616867125034332,63.0353982300885,,
Client 2,19,0.07568533718585968,63.11504424778761,,
Client 3,0,0.9728221893310547,56.9646017699115,,
Client 3,1,0.43570607900619507,58.769911504424776,,
Client 3,2,0.34195438027381897,59.876106194690266,,
Client 3,3,0.27037128806114197,60.610619469026545,,
Client 3,4,0.2280910462141037,61.11504424778761,,
Client 3,5,0.1983594298362732,61.53982300884956,,
Client 3,6,0.1752145141363144,61.92920353982301,,
Client 3,7,0.1515139639377594,62.07964601769911,,
Client 3,8,0.1496114283800125,62.29203539823009,,
Client 3,9,0.12151980400085449,62.47787610619469,,
Client 3,10,0.11517471075057983,62.47787610619469,,
Client 3,11,0.10632546991109848,62.60176991150443,,
Client 3,12,0.10590285062789917,62.65486725663717,,
Client 3,13,0.10043651610612869,62.76106194690266,,
Client 3,14,0.09149304777383804,62.796460176991154,,
Client 3,15,0.08283782005310059,62.94690265486726,,
Client 3,16,0.08321495354175568,63.02654867256637,,
Client 3,17,0.07683149725198746,63.097345132743364,,
Client 3,18,0.07223986089229584,63.14159292035398,,
Client 3,19,0.06670521944761276,63.13274336283186,,
Client 4,0,0.9740896224975586,57.24778761061947,,
Client 4,1,0.4285137355327606,59.21238938053097,,
Client 4,2,0.3253606855869293,60.10619469026549,,
Client 4,3,0.2505609393119812,60.92035398230089,,
Client 4,4,0.21273382008075714,61.36283185840708,,
Client 4,5,0.17969991266727448,61.73451327433628,,
Client 4,6,0.1527346670627594,61.92035398230089,,
Client 4,7,0.13487641513347626,62.21238938053097,,
Client 4,8,0.12306024134159088,62.49557522123894,,
Client 4,9,0.11809578537940979,62.47787610619469,,
Client 4,10,0.10436302423477173,62.63716814159292,,
Client 4,11,0.09588516503572464,62.716814159292035,,
Client 4,12,0.08762110769748688,62.84070796460177,,
Client 4,13,0.07863327115774155,62.88495575221239,,
Client 4,14,0.07639310508966446,62.94690265486726,,
Client 4,15,0.07435246556997299,63.04424778761062,,
Client 4,16,0.06957238912582397,63.05309734513274,,
Client 4,17,0.06785444915294647,63.13274336283186,,
Client 4,18,0.06458580493927002,63.15929203539823,,
Client 4,19,0.05914869159460068,63.19469026548673,,
