client,epoch,loss,training_accuracy,epsilon,delta
Adversarial Client 0,0,1.5190105438232422,52.92982456140351,,
Adversarial Client 0,1,0.5907405614852905,56.68421052631579,,
Adversarial Client 0,2,0.42668262124061584,57.49122807017544,,
Adversarial Client 0,3,0.3633781373500824,58.03508771929825,,
Adversarial Client 0,4,0.3179687559604645,58.21052631578947,,
Adversarial Client 0,5,0.2891698479652405,59.40350877192982,,
Adversarial Client 0,6,0.26035836338996887,59.59649122807018,,
Adversarial Client 0,7,0.24166186153888702,60.14035087719298,,
Adversarial Client 0,8,0.21291819214820862,60.08771929824562,,
Adversarial Client 0,9,0.2031729370355606,60.3859649122807,,
Adversarial Client 0,10,0.18590381741523743,60.64912280701754,,
Adversarial Client 0,11,0.1734737604856491,60.80701754385965,,
Adversarial Client 0,12,0.17016510665416718,60.8421052631579,,
Adversarial Client 0,13,0.15514320135116577,61.12280701754386,,
Adversarial Client 0,14,0.14713799953460693,61.05263157894737,,
Adversarial Client 0,15,0.14211232960224152,61.473684210526315,,
Adversarial Client 0,16,0.1380217969417572,61.64912280701754,,
Adversarial Client 0,17,0.12480585277080536,61.421052631578945,,
Adversarial Client 0,18,0.12402830272912979,61.6140350877193,,
Adversarial Client 0,19,0.12175498902797699,61.64912280701754,,
Client 1,0,1.4763089418411255,53.421052631578945,,
Client 1,1,0.5753272771835327,56.80701754385965,,
Client 1,2,0.4242590665817261,57.96491228070175,,
Client 1,3,0.3577854633331299,58.85964912280702,,
Client 1,4,0.3002487123012543,59.29824561403509,,
Client 1,5,0.28250551223754883,59.89473684210526,,
Client 1,6,0.24368461966514587,60.228070175438596,,
Client 1,7,0.22335729002952576,60.50877192982456,,
Client 1,8,0.20524851977825165,60.70175438596491,,
Client 1,9,0.18802598118782043,60.96491228070175,,
Client 1,10,0.1720409095287323,61.26315789473684,,
Client 1,11,0.16348665952682495,61.35087719298246,,
Client 1,12,0.14967340230941772,61.578947368421055,,
Client 1,13,0.13459987938404083,61.666666666666664,,
Client 1,14,0.13380321860313416,61.75438596491228,,
