accuracy,client,client_trust_score,client_score
80.91666666666667,0,0.05002795927656672,0.12969205994000155
80.91666666666667,1,0.1055461958171687,0.12030078351580882
80.91666666666667,2,0.10555207347091033,0.12029391465417247
80.91666666666667,3,0.10554604672223163,0.09211185025277766
80.91666666666667,4,0.1055595944821806,0.09962984654939777
80.91666666666667,5,0.10555817642366798,0.1033894731357686
80.91666666666667,6,0.10555818636333043,0.13345459305977908
80.91666666666667,7,0.10554883976738619,0.12218194829599098
80.91666666666667,8,0.10555333912126506,0.07894553059630306
93.69166666666666,0,0.001565580776254986,0.12969326231542924
93.69166666666666,1,0.11093146276041856,0.12029780808709138
93.69166666666666,2,0.11093386799277609,0.1202956111551156
93.69166666666666,3,0.1109318420692313,0.09211072718553244
93.69166666666666,4,0.11094316381330235,0.09962855797813545
93.69166666666666,5,0.11094159120718121,0.10338763723428811
93.69166666666666,6,0.11094106651397488,0.13345487654072247
93.69166666666666,7,0.11093344879196773,0.1221812322104573
93.69166666666666,8,0.11093729184372741,0.07895028729322795
95.875,0,4.898313479408851e-05,0.1296936569078085
95.875,1,0.11110035377141098,0.1202966737453005
95.875,2,0.11110137700161173,0.12029804213819761
95.875,3,0.11110264079661465,0.09211009134958457
95.875,4,0.11111096758193699,0.09962804772530356
95.875,5,0.11110959052888861,0.10338667105041939
95.875,6,0.1111085957469953,0.13345535545111767
95.875,7,0.11110240349411359,0.1221811027523776
95.875,8,0.11110573596621241,0.07895035887989064
97.18333333333334,0,1.5324412824713852e-06,0.12969428268749
97.18333333333334,1,0.11110615167348034,0.1202972470932237
97.18333333333334,2,0.11110716840802534,0.12029859842128746
97.18333333333334,3,0.11110841650171313,0.0921101305026783
97.18333333333334,4,0.1111162771274233,0.09962839180894262
97.18333333333334,5,0.11111523653256886,0.10338681454127951
97.18333333333334,6,0.11111401216360599,0.1334548719270101
97.18333333333334,7,0.11110726284613827,0.122179372989504
97.18333333333334,8,0.1111094249925975,0.0789502900285843
97.69166666666666,0,9.586077316125806e-08,0.12969352819921967
97.69166666666666,1,0.11110566861839069,0.12029824412901811
97.69166666666666,2,0.11110825257721911,0.12029824312305189
97.69166666666666,3,0.11110825164810206,0.09211009254485983
97.69166666666666,4,0.11111639465100107,0.09962793964125806
97.69166666666666,5,0.11111489554281982,0.10338642625344033
97.69166666666666,6,0.11111375816467785,0.1334553564519197
97.69166666666666,7,0.1111078295362894,0.12217963114857074
97.69166666666666,8,0.1111098230654156,0.0789505385086617
