client,epoch,loss,training_accuracy,epsilon,delta
Adversarial Client 0,0,1.0127630233764648,55.95145631067961,,
Adversarial Client 0,1,0.37080660462379456,59.407766990291265,,
Adversarial Client 0,2,0.26525118947029114,60.213592233009706,,
Adversarial Client 0,3,0.2167675942182541,60.883495145631066,,
Adversarial Client 0,4,0.1848408579826355,61.15533980582524,,
Adversarial Client 0,5,0.16785535216331482,61.46601941747573,,
Adversarial Client 0,6,0.14800333976745605,61.640776699029125,,
Adversarial Client 0,7,0.14207619428634644,61.84466019417476,,
Adversarial Client 0,8,0.13278059661388397,61.95145631067961,,
Adversarial Client 0,9,0.1161947250366211,62.029126213592235,,
Adversarial Client 0,10,0.11865682154893875,62.14563106796116,,
Adversarial Client 0,11,0.10815902054309845,62.23300970873787,,
Adversarial Client 0,12,0.1023114025592804,62.20388349514563,,
Adversarial Client 0,13,0.10099422931671143,62.407766990291265,,
Adversarial Client 0,14,0.09514178335666656,62.41747572815534,,
Adversarial Client 0,15,0.09432822465896606,62.46601941747573,,
Adversarial Client 0,16,0.09128565341234207,62.51456310679612,,
Adversarial Client 0,17,0.08987770229578018,62.46601941747573,,
Adversarial Client 0,18,0.08889549225568771,62.54368932038835,,
Adversarial Client 0,19,0.08437126874923706,62.601941747572816,,
Client 1,0,0.8532732725143433,57.25,,
Client 1,1,0.2639831304550171,60.72115384615385,,
Client 1,2,0.18922080099582672,61.22115384615385,,
Client 1,3,0.15365968644618988,61.57692307692308,,
Client 1,4,0.13454551994800568,61.84615384615385,,
Client 1,5,0.11533792316913605,62.05769230769231,,
Client 1,6,0.10085272043943405,62.25,,
Client 1,7,0.0944516658782959,62.32692307692308,,
Client 1,8,0.07941377907991409,62.55769230769231,,
Client 1,9,0.07668805867433548,62.67307692307692,,
Client 1,10,0.0721004381775856,62.82692307692308,,
Client 1,11,0.06390342116355896,62.81730769230769,,
Client 1,12,0.05991633981466293,62.80769230769231,,
Client 1,13,0.05518350377678871,63.01923076923077,,
Client 1,14,0.053450070321559906,62.86538461538461,,
Client 1,15,0.046932101249694824,63.0,,
Client 1,16,0.052982330322265625,63.11538461538461,,
Client 1,17,0.04571690782904625,63.07692307692308,,
Client 1,18,0.04175589978694916,63.17307692307692,,
Client 1,19,0.03885020688176155,63.14423076923077,,
Client 2,0,0.9189959168434143,57.732283464566926,,
Client 2,1,0.36147308349609375,59.62204724409449,,
Client 2,2,0.2635583281517029,60.83464566929134,,
Client 2,3,0.2060694843530655,61.40944881889764,,
Client 2,4,0.17528611421585083,61.811023622047244,,
Client 2,5,0.14932167530059814,62.1496062992126,,
Client 2,6,0.1308494508266449,62.36220472440945,,
Client 2,7,0.11461126804351807,62.511811023622045,,
Client 2,8,0.10455862432718277,62.75590551181102,,
Client 2,9,0.09448695182800293,62.826771653543304,,
Client 2,10,0.08903089165687561,63.10236220472441,,
Client 2,11,0.07674629986286163,63.118110236220474,,
Client 2,12,0.07204434275627136,63.181102362204726,,
Client 2,13,0.06666498631238937,63.30708661417323,,
Client 2,14,0.060357727110385895,63.28346456692913,,
Client 2,15,0.05599072948098183,63.40157480314961,,
Client 2,16,0.05195939540863037,63.503937007874015,,
Client 2,17,0.04839180409908295,63.511811023622045,,
Client 2,18,0.044796962291002274,63.503937007874015,,
Client 2,19,0.045238323509693146,63.55905511811024,,
Client 3,0,0.734431266784668,58.72289156626506,,
Client 3,1,0.31866300106048584,60.463855421686745,,
Client 3,2,0.2497464120388031,60.933734939759034,,
Client 3,3,0.2128426879644394,61.42168674698795,,
Client 3,4,0.1825217753648758,61.74096385542169,,
Client 3,5,0.1642221361398697,61.78915662650602,,
Client 3,6,0.14522631466388702,61.96987951807229,,
Client 3,7,0.13527870178222656,62.33132530120482,,
Client 3,8,0.1279641091823578,62.36746987951807,,
Client 3,9,0.11949469894170761,62.39156626506024,,
Client 3,10,0.11200075596570969,62.55421686746988,,
Client 3,11,0.1078033298254013,62.68674698795181,,
Client 3,12,0.1001770868897438,62.69277108433735,,
Client 3,13,0.1013520136475563,62.78313253012048,,
Client 3,14,0.09481742978096008,62.795180722891565,,
Client 3,15,0.09148857742547989,62.873493975903614,,
Client 3,16,0.0885591134428978,62.94578313253012,,
Client 3,17,0.08504974097013474,62.993975903614455,,
Client 3,18,0.08633787930011749,62.96987951807229,,
Client 3,19,0.08647198230028152,63.06024096385542,,
Client 4,0,1.312097430229187,53.63076923076923,,
Client 4,1,0.4158793091773987,58.8,,
Client 4,2,0.28717905282974243,59.676923076923075,,
Client 4,3,0.2300509214401245,60.323076923076925,,
Client 4,4,0.19159919023513794,60.676923076923075,,
Client 4,5,0.17383889853954315,61.23076923076923,,
Client 4,6,0.15822359919548035,61.44615384615385,,
Client 4,7,0.1346427947282791,61.76923076923077,,
Client 4,8,0.13083693385124207,62.03076923076923,,
Client 4,9,0.11410447210073471,62.09230769230769,,
Client 4,10,0.10256852209568024,62.16923076923077,,
Client 4,11,0.10028223693370819,62.323076923076925,,
Client 4,12,0.09192979335784912,62.47692307692308,,
Client 4,13,0.08884641528129578,62.49230769230769,,
Client 4,14,0.08256877213716507,62.46153846153846,,
Client 4,15,0.07858529686927795,62.56923076923077,,
Client 4,16,0.07495363801717758,62.53846153846154,,
Client 4,17,0.06905869394540787,62.738461538461536,,
Client 4,18,0.06776286661624908,62.69230769230769,,
Client 4,19,0.06748652458190918,62.76923076923077,,
