client,epoch,loss,training_accuracy,epsilon,delta
Adversarial Client 0,0,1.1574097871780396,54.64705882352941,,
Adversarial Client 0,1,0.343216210603714,59.64705882352941,,
Adversarial Client 0,2,0.23763151466846466,60.62352941176471,,
Adversarial Client 0,3,0.1968686878681183,61.129411764705885,,
Adversarial Client 0,4,0.16422337293624878,61.76470588235294,,
Adversarial Client 0,5,0.1429629623889923,61.94117647058823,,
Adversarial Client 0,6,0.1200091615319252,62.36470588235294,,
Adversarial Client 0,7,0.10951514542102814,62.56470588235294,,
Adversarial Client 0,8,0.09519648551940918,62.6,,
Adversarial Client 0,9,0.08850087970495224,62.741176470588236,,
Adversarial Client 0,10,0.0804106667637825,62.870588235294115,,
Adversarial Client 0,11,0.07346328347921371,62.976470588235294,,
Adversarial Client 0,12,0.06743215024471283,63.0,,
Adversarial Client 0,13,0.06271065771579742,63.05882352941177,,
Adversarial Client 0,14,0.05529394745826721,63.10588235294118,,
Adversarial Client 0,15,0.05981455370783806,63.11764705882353,,
Adversarial Client 0,16,0.05480201542377472,63.2,,
Adversarial Client 0,17,0.05348753556609154,63.294117647058826,,
Adversarial Client 0,18,0.0479762963950634,63.34117647058824,,
Adversarial Client 0,19,0.048325881361961365,63.37647058823529,,
Adversarial Client 1,0,0.9706627726554871,56.63636363636363,,
Adversarial Client 1,1,0.39454612135887146,58.83916083916084,,
Adversarial Client 1,2,0.29201918840408325,59.86013986013986,,
Adversarial Client 1,3,0.23579414188861847,60.54545454545455,,
Adversarial Client 1,4,0.20292603969573975,61.12587412587413,,
Adversarial Client 1,5,0.17122477293014526,61.64335664335665,,
Adversarial Client 1,6,0.14845265448093414,62.03496503496503,,
Adversarial Client 1,7,0.13171744346618652,62.26573426573427,,
Adversarial Client 1,8,0.12183120101690292,62.29370629370629,,
Adversarial Client 1,9,0.1085537001490593,62.60839160839161,,
Adversarial Client 1,10,0.09748074412345886,62.69230769230769,,
Adversarial Client 1,11,0.08584718406200409,62.74825174825175,,
Adversarial Client 1,12,0.0840134248137474,62.79020979020979,,
Adversarial Client 1,13,0.078290194272995,62.84615384615385,,
Adversarial Client 1,14,0.07325730472803116,62.92307692307692,,
Adversarial Client 1,15,0.06823061406612396,62.99300699300699,,
Adversarial Client 1,16,0.06297000497579575,63.00699300699301,,
Adversarial Client 1,17,0.06066525727510452,63.11188811188811,,
Adversarial Client 1,18,0.05498321354389191,63.11188811188811,,
Adversarial Client 1,19,0.05260806158185005,63.23076923076923,,
Client 2,0,1.2432916164398193,54.58536585365854,,
Client 2,1,0.40185731649398804,58.329268292682926,,
Client 2,2,0.28398972749710083,59.78048780487805,,
Client 2,3,0.23244774341583252,60.3780487804878,,
Client 2,4,0.19285857677459717,60.926829268292686,,
Client 2,5,0.16411004960536957,60.90243902439025,,
Client 2,6,0.15042352676391602,61.670731707317074,,
Client 2,7,0.12720344960689545,61.71951219512195,,
Client 2,8,0.12084043025970459,62.0609756097561,,
Client 2,9,0.10748438537120819,62.13414634146341,,
Client 2,10,0.09431213140487671,62.24390243902439,,
Client 2,11,0.08908043801784515,62.390243902439025,,
Client 2,12,0.0840742215514183,62.5,,
Client 2,13,0.07554389536380768,62.63414634146341,,
Client 2,14,0.07596014440059662,62.68292682926829,,
Client 2,15,0.07135013490915298,62.86585365853659,,
Client 2,16,0.06570021063089371,62.86585365853659,,
Client 2,17,0.06240633502602577,62.853658536585364,,
Client 2,18,0.060001350939273834,62.86585365853659,,
Client 2,19,0.05713203549385071,62.890243902439025,,
Client 3,0,1.0121910572052002,57.36029411764706,,
Client 3,1,0.4117980897426605,59.25735294117647,,
Client 3,2,0.30110427737236023,59.8014705882353,,
Client 3,3,0.2454879730939865,60.64705882352941,,
Client 3,4,0.20879876613616943,61.213235294117645,,
Client 3,5,0.1773291826248169,61.544117647058826,,
Client 3,6,0.1530253291130066,61.911764705882355,,
Client 3,7,0.13697002828121185,62.169117647058826,,
Client 3,8,0.12395623326301575,62.463235294117645,,
Client 3,9,0.11360575258731842,62.52205882352941,,
Client 3,10,0.10246577113866806,62.6985294117647,,
Client 3,11,0.09477239847183228,62.779411764705884,,
Client 3,12,0.08698204159736633,63.00735294117647,,
Client 3,13,0.0823194831609726,63.11029411764706,,
Client 3,14,0.07856450229883194,63.125,,
Client 3,15,0.07005757093429565,63.161764705882355,,
Client 3,16,0.06873387098312378,63.220588235294116,,
Client 3,17,0.06265495717525482,63.345588235294116,,
Client 3,18,0.061879824846982956,63.35294117647059,,
Client 3,19,0.05832073092460632,63.455882352941174,,
Client 4,0,1.0186269283294678,56.00840336134454,,
Client 4,1,0.3837098777294159,59.00840336134454,,
Client 4,2,0.27272936701774597,59.91596638655462,,
Client 4,3,0.22766931354999542,60.60504201680672,,
Client 4,4,0.1914394497871399,60.9327731092437,,
Client 4,5,0.15942783653736115,61.38655462184874,,
Client 4,6,0.1389818638563156,61.747899159663866,,
Client 4,7,0.12254535406827927,61.97478991596638,,
Client 4,8,0.11012338846921921,62.0672268907563,,
Client 4,9,0.097957544028759,62.02521008403362,,
Client 4,10,0.08926200866699219,62.445378151260506,,
Client 4,11,0.0837348997592926,62.46218487394958,,
Client 4,12,0.07831071317195892,62.52100840336134,,
Client 4,13,0.07474175095558167,62.621848739495796,,
Client 4,14,0.0638253316283226,62.596638655462186,,
Client 4,15,0.06494184583425522,62.64705882352941,,
Client 4,16,0.05932110920548439,62.78151260504202,,
Client 4,17,0.056788936257362366,62.94957983193277,,
Client 4,18,0.05590490251779556,62.857142857142854,,
