accuracy,client,client_trust_score,client_score
10.458333333333334,0,0.4998329608239324,0.4998329608239324
10.458333333333334,1,0.5001670391760676,0.5001670391760676
23.066666666666666,0,0.49941263051717977,0.49941263051717977
23.066666666666666,1,0.5005873694828202,0.5005873694828202
10.05,0,0.49965050368049374,0.49965050368049374
10.05,1,0.5003494963195062,0.5003494963195062
9.675,0,0.49954948907463276,0.49954948907463276
9.675,1,0.5004505109253672,0.5004505109253672
9.866666666666667,0,0.4998362483624765,0.4998362483624765
9.866666666666667,1,0.5001637516375236,0.5001637516375236
