accuracy,client,client_trust_score,client_score
87.825,0,0.1807640996319364,0.25134314001129526
87.825,1,0.20590932360848974,0.2596485971782561
87.825,2,0.2127134522886333,0.24640650179148804
87.825,3,0.20186505235169458,0.24260176101896055
96.41666666666667,0,0.07411281070715918,0.25234333567506645
96.41666666666667,1,0.23364146180496712,0.25734129646452863
96.41666666666667,2,0.2382690096725181,0.24215981446919588
96.41666666666667,3,0.22421266997855954,0.24815555339120907
97.95,0,0.026912410430177145,0.25020339821781534
97.95,1,0.24346982167395245,0.25375652546111477
97.95,2,0.24692732569856957,0.24504275641869913
97.95,3,0.23844806518501718,0.2509973199023707
98.35833333333333,0,0.00981082436598619,0.2509369319278564
98.35833333333333,1,0.2484750337617728,0.2498937169887351
98.35833333333333,2,0.24744205362119517,0.2483529695614054
98.35833333333333,3,0.24591642219626736,0.25081638152200314
98.58333333333333,0,0.004349743988700031,0.24705039157711545
98.58333333333333,1,0.24597578562144692,0.25066048106719563
98.58333333333333,2,0.24957017214646895,0.250228392787841
98.58333333333333,3,0.24913996334051,0.2520607345678479
